,Player_x,salary,first_name,last_name,Player_y,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
0,Stephen Curry,50899072.0,stephen,curry,Stephen Curry,GSW,33,63,37,26,34.2,32.0,10.4,21.7,48.2,5.3,12.7,42.1,5.7,6.3,91.6,0.5,5.0,5.5,5.8,3.4,1.2,0.1,1.9,47.9,8.0,0.0,3.9
1,Chris Paul,48949159.0,chris,paul,Chris Paul,PHX,36,70,49,21,31.4,16.4,6.3,12.6,49.9,1.5,3.7,39.5,2.4,2.6,93.4,0.4,4.1,4.5,8.9,2.2,1.4,0.3,2.4,37.9,25.0,1.0,4.4
2,Russell Westbrook,48949159.0,russell,westbrook,Russell Westbrook,WAS,32,65,30,35,36.4,22.2,8.4,19.0,43.9,1.3,4.2,31.5,4.2,6.4,65.6,1.7,9.9,11.5,11.7,4.8,1.4,0.4,2.9,54.1,59.0,38.0,-1.4
3,James Harden,48826198.0,james,harden,James Harden,BKN,31,44,31,13,36.6,24.6,7.8,16.7,46.6,2.8,7.6,36.2,6.3,7.3,86.1,0.8,7.1,7.9,10.8,4.0,1.2,0.8,2.3,52.1,32.0,12.0,2.3
4,John Wall,48826198.0,john,wall,John Wall,HOU,30,40,12,28,32.2,20.6,7.3,18.2,40.4,2.0,6.2,31.7,4.0,5.3,74.9,0.4,2.8,3.2,6.9,3.5,1.1,0.8,1.2,36.7,7.0,1.0,-4.2
5,Kevin Durant,47469914.0,kevin,durant,Kevin Durant,BKN,32,35,23,12,33.1,26.9,9.3,17.2,53.7,2.4,5.4,45.0,6.0,6.8,88.2,0.4,6.7,7.1,5.6,3.4,0.7,1.3,2.0,46.3,12.0,0.0,8.0
6,LeBron James,46417307.0,lebron,james,LeBron James,LAL,36,45,30,15,33.4,25.0,9.4,18.3,51.3,2.3,6.3,36.5,4.0,5.7,69.8,0.6,7.0,7.7,7.8,3.7,1.1,0.6,1.6,47.0,18.0,5.0,6.4
7,Paul George,41956422.0,paul,george,Paul George,LAC,31,54,38,16,33.7,23.3,8.2,17.6,46.7,3.2,7.7,41.1,3.7,4.2,86.8,0.8,5.8,6.6,5.2,3.3,1.1,0.4,2.4,40.5,9.0,0.0,8.0
8,Mike Conley,40834109.0,mike,conley,Mike Conley,UTA,33,51,37,14,29.4,16.2,5.6,12.5,44.4,2.7,6.6,41.2,2.4,2.8,85.2,0.7,2.8,3.5,6.0,1.9,1.4,0.2,1.9,32.1,6.0,0.0,10.7
9,Kemba Walker,40688498.0,kemba,walker,Kemba Walker,BOS,31,43,22,21,31.8,19.3,6.6,15.7,42.0,3.0,8.2,36.0,3.1,3.5,89.9,0.4,3.6,4.0,4.9,2.0,1.1,0.3,1.4,33.6,0.0,0.0,2.2
10,Kawhi Leonard,40688498.0,kawhi,leonard,Kawhi Leonard,LAC,30,52,36,16,34.1,24.8,8.9,17.5,51.2,1.9,4.9,39.8,5.0,5.7,88.5,1.1,5.4,6.5,5.2,2.0,1.6,0.4,1.6,44.2,9.0,0.0,8.6
11,Jimmy Butler,40688498.0,jimmy,butler,Jimmy Butler,MIA,31,52,33,19,33.6,21.5,7.0,14.2,49.7,0.5,2.0,24.5,6.9,8.0,86.3,1.8,5.1,6.9,7.1,2.1,2.1,0.3,1.4,45.6,17.0,4.0,3.8
12,Tobias Harris,40664532.0,tobias,harris,Tobias Harris,PHI,28,62,44,18,32.5,19.5,7.6,14.9,51.2,1.3,3.4,39.4,2.9,3.3,89.2,1.0,5.8,6.8,3.5,1.7,0.9,0.8,1.9,36.4,11.0,0.0,5.2
13,Blake Griffin,40121756.0,blake,griffin,Blake Griffin,BKN,32,46,24,22,25.8,11.0,3.8,8.9,42.3,1.5,4.5,34.1,1.9,2.5,74.4,0.8,4.1,4.9,3.0,1.3,0.7,0.3,2.4,23.1,2.0,0.0,1.3
14,Kyrie Irving,39911810.0,kyrie,irving,Kyrie Irving,BKN,29,54,36,18,34.9,26.9,10.2,20.1,50.6,2.8,7.0,40.2,3.7,4.0,92.2,1.0,3.8,4.8,6.0,2.4,1.4,0.7,2.6,45.5,8.0,0.0,4.2
15,Khris Middleton,39117516.0,khris,middleton,Khris Middleton,MIL,29,68,45,23,33.4,20.4,7.5,15.8,47.6,2.2,5.4,41.4,3.1,3.5,89.8,0.8,5.2,6.0,5.4,2.6,1.1,0.1,2.4,36.7,10.0,0.0,4.3
16,Anthony Davis,38750950.0,anthony,davis,Anthony Davis,LAL,28,36,23,13,32.3,21.8,8.4,17.0,49.1,0.7,2.8,26.0,4.4,5.9,73.8,1.7,6.2,7.9,3.1,2.1,1.3,1.6,1.7,42.6,12.0,0.0,3.2
17,Damian Lillard,37431265.0,damian,lillard,Damian Lillard,POR,30,67,39,28,35.8,28.8,9.0,19.9,45.1,4.1,10.5,39.1,6.7,7.2,92.8,0.5,3.7,4.2,7.5,3.0,0.9,0.3,1.5,45.7,16.0,0.0,3.0
18,Kevin Love,36994903.0,kevin,love,Kevin Love,CLE,32,25,7,18,24.9,12.2,4.1,10.1,40.9,2.3,6.2,36.5,1.7,2.0,82.4,0.7,6.8,7.4,2.5,1.5,0.6,0.1,1.0,25.5,5.0,0.0,-2.9
19,Ben Simmons,36167554.0,ben,simmons,Ben Simmons,PHI,24,58,42,16,32.4,14.3,5.6,10.1,55.7,0.1,0.2,30.0,3.0,4.9,61.3,1.6,5.6,7.2,6.9,3.0,1.6,0.6,2.9,36.9,13.0,4.0,5.7
20,Pascal Siakam,36167554.0,pascal,siakam,Pascal Siakam,TOR,27,56,21,35,35.8,21.4,7.8,17.2,45.5,1.3,4.4,29.7,4.4,5.4,82.7,1.7,5.5,7.2,4.5,2.3,1.1,0.7,3.1,39.8,13.0,1.0,2.3
21,Kyle Lowry,36097489.0,kyle,lowry,Kyle Lowry,TOR,35,46,15,31,34.8,17.2,5.7,13.0,43.6,2.8,7.2,39.6,3.0,3.5,87.5,0.8,4.6,5.4,7.3,2.7,1.0,0.3,3.1,35.8,9.0,2.0,-0.1
22,Steven Adams,35023672.0,steven,adams,Steven Adams,NOP,27,58,26,32,27.7,7.6,3.3,5.3,61.4,0.0,0.1,0.0,1.0,2.3,44.4,3.7,5.2,8.9,1.9,1.3,0.9,0.7,1.9,24.5,13.0,1.0,0.3
23,Nikola Jokic,34963685.0,nikola,jokic,Nikola Jokic,DEN,26,72,47,25,34.6,26.4,10.2,18.0,56.6,1.3,3.3,38.8,4.8,5.5,86.8,2.8,8.0,10.8,8.3,3.1,1.3,0.7,2.7,54.7,60.0,16.0,5.3
24,Andrew Wiggins,34963685.0,andrew,wiggins,Andrew Wiggins,GSW,26,71,38,33,33.3,18.6,7.1,14.9,47.7,2.0,5.2,38.0,2.4,3.4,71.4,1.2,3.7,4.9,2.4,1.8,0.9,1.0,2.2,32.0,3.0,0.0,0.0
25,Joel Embiid,34963685.0,joel,embiid,Joel Embiid,PHI,27,51,39,12,31.1,28.5,9.0,17.6,51.3,1.1,3.0,37.7,9.2,10.7,85.9,2.2,8.4,10.6,2.8,3.1,1.0,1.4,2.4,49.3,31.0,0.0,7.9
26,Kristaps Porzingis,34875855.0,kristaps,porzingis,Kristaps Porzingis,DAL,25,43,26,17,30.9,20.1,7.6,15.9,47.6,2.3,6.0,37.6,2.7,3.2,85.5,1.9,7.0,8.9,1.6,1.2,0.5,1.3,2.7,37.4,16.0,0.0,0.2
27,Karl-Anthony Towns,34875855.0,karl-anthony,towns,Karl-Anthony Towns,MIN,25,50,19,31,33.8,24.8,8.5,17.5,48.6,2.4,6.3,38.7,5.3,6.2,85.9,2.7,7.9,10.6,4.5,3.2,0.8,1.1,3.7,46.8,33.0,0.0,0.2
28,Devin Booker,34875855.0,devin,booker,Devin Booker,PHX,24,67,48,19,33.9,25.6,9.3,19.2,48.4,1.9,5.5,34.0,5.1,5.9,86.7,0.5,3.7,4.2,4.3,3.1,0.8,0.2,2.7,37.1,1.0,0.0,4.9
29,CJ McCollum,34741350.0,cj,mccollum,CJ McCollum,POR,29,47,28,19,34.0,23.1,8.6,18.8,45.8,3.6,8.9,40.2,2.3,2.8,81.2,0.6,3.3,3.9,4.7,1.4,0.9,0.4,1.9,37.7,2.0,0.0,4.4
30,Andre Drummond,34028421.0,andre,drummond,Andre Drummond,LAL,27,46,19,27,27.0,14.9,6.1,12.4,49.3,0.0,0.2,0.0,2.7,4.5,60.0,3.6,8.4,12.0,2.0,2.7,1.4,1.1,3.2,37.0,28.0,0.0,-2.3
31,Bradley Beal,34028421.0,bradley,beal,Bradley Beal,WAS,28,60,32,28,35.8,31.3,11.2,23.0,48.5,2.2,6.2,34.9,6.8,7.7,88.9,1.2,3.5,4.7,4.4,3.1,1.2,0.4,2.3,45.0,4.0,0.0,-0.1
32,D'Angelo Russell,33907081.0,d'angelo,russell,D'Angelo Russell,MIN,25,42,16,26,28.5,19.0,6.7,15.5,43.1,2.9,7.4,38.7,2.7,3.5,76.5,0.4,2.3,2.6,5.8,2.7,1.1,0.4,1.6,32.7,6.0,0.0,-4.6
33,Gordon Hayward,33730441.0,gordon,hayward,Gordon Hayward,CHA,31,44,24,20,34.0,19.6,7.1,15.0,47.3,1.9,4.7,41.5,3.5,4.2,84.3,0.8,5.0,5.9,4.1,2.1,1.2,0.3,1.7,35.3,2.0,0.0,0.4
34,Otto Porter,33717705.0,otto,porter,Otto Porter Jr.,ORL,28,28,12,16,21.7,9.7,3.5,8.1,43.2,1.4,3.7,37.5,1.3,1.5,85.7,1.0,4.4,5.4,2.0,0.9,0.6,0.1,1.5,20.4,2.0,0.0,-1.5
35,DeMar DeRozan,32830932.0,demar,derozan,DeMar DeRozan,SAS,31,61,27,34,33.7,21.6,7.5,15.1,49.5,0.3,1.2,25.7,6.3,7.2,88.0,0.7,3.6,4.2,6.9,2.0,0.9,0.2,2.1,38.6,13.0,0.0,-1.7
36,Giannis Antetokounmpo,32580159.0,giannis,antetokounmpo,Giannis Antetokounmpo,MIL,26,61,40,21,33.0,28.1,10.3,18.0,56.9,1.1,3.6,30.3,6.5,9.5,68.5,1.6,9.4,11.0,5.9,3.4,1.2,1.2,2.8,53.9,41.0,7.0,6.7
37,Rudy Gobert,32576837.0,rudy,gobert,Rudy Gobert,UTA,29,71,52,19,30.8,14.3,5.5,8.2,67.5,0.0,0.1,0.0,3.3,5.3,62.3,3.4,10.1,13.5,1.3,1.7,0.6,2.7,2.3,40.5,49.0,0.0,10.3
38,Al Horford,32546916.0,al,horford,Al Horford,OKC,35,28,11,17,27.9,14.2,5.8,12.9,45.0,2.0,5.4,36.8,0.6,0.8,81.8,1.0,5.7,6.7,3.4,1.0,0.9,0.9,1.7,31.7,1.0,0.0,-3.6
39,Jamal Murray,32292459.0,jamal,murray,Jamal Murray,DEN,24,48,31,17,35.5,21.2,7.9,16.5,47.7,2.7,6.6,40.8,2.8,3.2,86.9,0.8,3.3,4.0,4.8,2.3,1.3,0.3,2.0,35.8,1.0,0.0,6.3
40,Brandon Ingram,32292459.0,brandon,ingram,Brandon Ingram,NOP,23,61,29,32,34.3,23.8,8.4,18.0,46.6,2.3,6.1,38.1,4.6,5.2,87.8,0.6,4.3,4.9,4.9,2.5,0.7,0.6,2.0,38.2,4.0,0.0,0.7
41,Jrue Holiday,31985939.0,jrue,holiday,Jrue Holiday,MIL,31,59,41,18,32.3,17.7,7.0,13.9,50.3,1.9,4.8,39.2,1.8,2.3,78.7,1.2,3.3,4.5,6.1,2.2,1.6,0.6,1.7,36.9,10.0,0.0,6.4
42,Nikola Vucevic,30771630.0,nikola,vucevic,Nikola Vucevic,CHI,30,70,26,44,33.5,23.4,9.5,19.9,47.7,2.5,6.3,40.0,1.9,2.2,84.0,2.1,9.6,11.7,3.8,1.8,0.9,0.7,2.0,46.2,48.0,2.0,-4.9
43,Jaylen Brown,29629669.0,jaylen,brown,Jaylen Brown,BOS,24,58,30,28,34.5,24.7,9.3,19.2,48.4,2.8,7.1,39.7,3.3,4.3,76.4,1.2,4.8,6.0,3.4,2.7,1.2,0.6,2.9,39.5,10.0,0.0,1.2
44,Buddy Hield,29507409.0,buddy,hield,Buddy Hield,SAC,28,71,31,40,34.3,16.6,5.7,14.0,40.6,4.0,10.2,39.1,1.2,1.5,84.6,0.4,4.3,4.7,3.6,1.8,0.9,0.4,2.5,29.7,2.0,0.0,-0.8
45,Draymond Green,26329811.0,draymond,green,Draymond Green,GSW,31,63,35,28,31.5,7.0,2.7,6.0,44.7,0.5,2.0,27.0,1.1,1.4,79.5,0.9,6.2,7.1,8.9,3.0,1.7,0.8,3.1,33.4,17.0,6.0,3.8
46,Harrison Barnes,26293066.0,harrison,barnes,Harrison Barnes,SAC,29,58,25,33,36.2,16.1,5.5,11.1,49.7,1.7,4.4,39.1,3.4,4.1,83.0,1.1,5.5,6.6,3.5,1.6,0.7,0.2,1.3,30.4,6.0,0.0,-1.0
47,Fred VanVleet,25149890.0,fred,vanvleet,Fred VanVleet,TOR,27,52,22,30,36.5,19.6,6.5,16.7,38.9,3.3,9.2,36.6,3.3,3.7,88.5,0.6,3.6,4.2,6.3,1.8,1.7,0.7,2.3,39.5,5.0,0.0,2.7
48,Victor Oladipo,24854009.0,victor,oladipo,Victor Oladipo,MIA,29,33,13,20,32.7,19.8,7.1,17.5,40.8,2.4,7.2,32.6,3.2,4.2,75.4,0.4,4.5,4.8,4.6,2.5,1.4,0.4,2.5,35.4,0.0,0.0,-2.2
49,Malcolm Brogdon,24498951.0,malcolm,brogdon,Malcolm Brogdon,IND,28,56,27,29,34.5,21.2,7.9,17.5,45.3,2.6,6.7,38.8,2.7,3.2,86.4,1.0,4.2,5.3,5.9,2.1,0.9,0.3,2.0,37.7,6.0,0.0,-0.6
50,Julius Randle,23487038.0,julius,randle,Julius Randle,NYK,26,71,40,31,37.6,24.1,8.5,18.6,45.6,2.3,5.5,41.1,4.9,6.0,81.1,1.2,9.0,10.2,6.0,3.4,0.9,0.3,3.2,45.4,41.0,6.0,2.2
51,Domantas Sabonis,23433780.0,domantas,sabonis,Domantas Sabonis,IND,25,62,29,33,36.0,20.3,7.8,14.6,53.5,0.8,2.6,32.1,3.9,5.3,73.2,2.4,9.5,12.0,6.7,3.4,1.2,0.5,3.3,46.6,48.0,9.0,-1.5
52,Gary Harris,23209755.0,gary,harris,Gary Harris,ORL,26,39,15,24,27.7,9.9,3.5,8.8,40.0,1.2,3.6,34.0,1.6,2.0,82.1,0.5,1.5,2.0,2.0,0.9,0.7,0.3,1.8,17.4,0.0,0.0,-2.1
53,Danilo Gallinari,23078722.0,danilo,gallinari,Danilo Gallinari,ATL,32,51,29,22,24.0,13.3,4.0,9.3,43.4,2.0,5.0,40.6,3.2,3.4,92.5,0.3,3.8,4.1,1.5,0.8,0.6,0.2,2.1,22.0,2.0,0.0,1.8
54,Zach LaVine,23078722.0,zach,lavine,Zach LaVine,CHI,26,58,26,32,35.1,27.4,9.8,19.4,50.7,3.4,8.2,41.9,4.4,5.1,84.9,0.6,4.4,5.0,4.9,3.5,0.8,0.5,2.4,41.0,3.0,0.0,-0.2
55,Jerami Grant,22546136.0,jerami,grant,Jerami Grant,DET,27,54,15,39,33.9,22.3,7.4,17.3,42.9,2.1,6.1,35.0,5.4,6.4,84.5,0.6,4.0,4.6,2.8,2.0,0.6,1.1,2.3,35.2,3.0,0.0,-2.2
56,Tim Hardaway Jr,22457372.0,tim,hardaway,Tim Hardaway Jr.,DAL,29,70,42,28,28.4,16.6,5.8,13.0,44.7,3.0,7.6,39.1,2.0,2.5,81.6,0.3,3.0,3.3,1.8,0.9,0.4,0.2,1.6,24.1,0.0,0.0,1.0
57,Terry Rozier,22368608.0,terry,rozier,Terry Rozier,CHA,27,69,32,37,34.5,20.4,7.4,16.4,45.0,3.2,8.3,38.9,2.4,2.9,81.7,0.7,3.7,4.4,4.2,1.9,1.3,0.4,1.7,35.1,5.0,0.0,-1.3
58,Aaron Gordon,21464826.0,aaron,gordon,Aaron Gordon,DEN,25,50,29,21,27.7,12.4,4.6,10.0,46.3,1.2,3.5,33.5,1.9,3.0,65.1,1.5,4.1,5.7,3.2,1.9,0.7,0.7,1.8,26.1,3.0,1.0,1.2
59,Clint Capela,21303436.0,clint,capela,Clint Capela,ATL,27,63,34,29,30.1,15.2,6.6,11.0,59.4,0.0,0.0,0.0,2.1,3.6,57.3,4.7,9.6,14.3,0.8,1.2,0.7,2.0,2.3,40.6,48.0,1.0,4.0
60,Bogdan Bogdanovic,21303436.0,bogdan,bogdanovic,Bogdan Bogdanovic,ATL,28,44,30,14,29.7,16.4,6.1,12.8,47.3,3.3,7.6,43.8,0.9,1.0,90.9,0.5,3.2,3.6,3.3,1.2,1.1,0.3,2.3,28.7,0.0,0.0,2.5
61,Myles Turner,21303436.0,myles,turner,Myles Turner,IND,25,47,22,25,31.0,12.6,4.4,9.2,47.7,1.5,4.4,33.5,2.4,3.0,78.2,1.3,5.2,6.5,1.0,1.4,0.9,3.4,3.5,33.2,7.0,0.0,0.5
62,Goran Dragic,21303436.0,goran,dragic,Goran Dragic,MIA,35,50,30,20,26.7,13.4,4.8,11.1,43.2,1.8,4.9,37.3,2.0,2.4,82.8,0.5,2.9,3.4,4.4,2.4,0.7,0.2,2.3,24.2,1.0,0.0,0.8
63,Bojan Bogdanovic,21125907.0,bojan,bogdanovic,Bojan Bogdanovic,UTA,32,72,52,20,30.8,17.0,5.6,12.8,43.9,2.5,6.4,39.0,3.2,3.7,87.9,0.6,3.3,3.9,1.9,1.8,0.6,0.1,1.6,24.8,0.0,0.0,5.8
64,LaMarcus Aldridge,20863567.0,lamarcus,aldridge,LaMarcus Aldridge,BKN,35,26,15,11,25.9,13.5,5.4,11.4,47.3,1.2,3.1,38.8,1.6,1.8,87.2,0.7,3.8,4.5,1.9,1.0,0.4,1.1,1.8,25.4,1.0,0.0,-1.3
65,Gorgui Dieng,20815454.0,gorgui,dieng,Gorgui Dieng,SAS,31,38,14,24,14.5,6.8,2.2,4.3,52.1,0.8,1.8,42.9,1.5,1.8,86.6,1.1,2.6,3.7,1.3,0.8,0.7,0.4,1.5,15.6,0.0,0.0,-1.8
66,Evan Fournier,20297440.0,evan,fournier,Evan Fournier,BOS,28,42,18,24,30.0,17.1,5.9,12.9,45.7,2.8,6.7,41.3,2.6,3.3,78.8,0.2,2.8,3.0,3.4,1.7,1.1,0.5,2.3,28.9,0.0,0.0,-0.8
67,Ricky Rubio,20119912.0,ricky,rubio,Ricky Rubio,MIN,30,68,23,45,26.1,8.6,2.8,7.3,38.8,1.0,3.1,30.8,1.9,2.2,86.7,0.4,2.9,3.3,6.4,1.6,1.4,0.1,2.0,24.9,4.0,0.0,-2.7
68,Eric Bledsoe,19971971.0,eric,bledsoe,Eric Bledsoe,NOP,31,71,31,40,29.7,12.2,4.3,10.3,42.1,1.7,5.0,34.1,1.9,2.7,68.7,0.4,3.0,3.4,3.8,1.6,0.8,0.3,1.6,23.8,4.0,0.0,-0.9
69,Eric Gordon,19965186.0,eric,gordon,Eric Gordon,HOU,32,27,10,17,29.2,17.8,5.9,13.6,43.3,2.6,7.8,32.9,3.5,4.2,82.5,0.3,1.9,2.1,2.6,1.9,0.5,0.5,1.6,25.4,0.0,0.0,-2.5
70,Caris LeVert,19177476.0,caris,levert,Caris LeVert,IND,26,47,24,23,31.6,20.2,7.6,17.3,44.1,1.8,5.5,32.6,3.1,3.8,81.1,0.7,3.9,4.6,5.2,2.2,1.4,0.6,2.2,37.4,6.0,0.0,-0.1
71,Joe Harris,19020925.0,joe,harris,Joe Harris,BKN,29,69,45,24,31.0,14.1,5.2,10.2,50.5,3.1,6.4,47.5,0.7,0.9,77.8,0.6,3.0,3.6,1.9,0.9,0.7,0.2,2.0,23.0,0.0,0.0,5.1
72,James Johnson,18992131.0,james,johnson,James Johnson,NOP,34,51,21,30,20.5,7.2,2.9,6.4,44.6,0.6,2.4,25.8,0.9,1.5,59.2,0.6,2.8,3.5,1.9,1.1,0.8,0.8,2.4,18.1,0.0,0.0,-2.5
73,Cody Zeller,18244890.0,cody,zeller,Cody Zeller,CHA,28,48,21,27,20.9,9.4,3.8,6.8,55.9,0.1,0.6,14.3,1.8,2.5,71.4,2.5,4.4,6.8,1.8,1.1,0.6,0.4,2.5,22.0,8.0,0.0,0.9
74,Danny Green,18185859.0,danny,green,Danny Green,PHI,34,69,46,23,28.0,9.5,3.2,7.9,41.2,2.5,6.3,40.5,0.4,0.6,77.5,0.8,3.0,3.8,1.7,1.0,1.3,0.8,1.8,22.0,1.0,0.0,4.5
75,Jonas Valanciunas,17752863.0,jonas,valanciunas,Jonas Valanciunas,MEM,29,62,32,30,28.3,17.1,7.1,12.0,59.2,0.3,0.9,36.8,2.5,3.3,77.3,4.1,8.4,12.5,1.8,1.6,0.6,0.9,2.9,37.6,49.0,0.0,2.2
76,Andre Iguodala,17752863.0,andre,iguodala,Andre Iguodala,MIA,37,63,37,26,21.3,4.4,1.5,3.9,38.3,1.0,2.9,33.0,0.4,0.6,65.8,0.6,2.9,3.5,2.3,1.1,0.9,0.6,1.4,15.3,0.0,0.0,-1.3
77,Davis Bertans,17752863.0,davis,bertans,Davis Bertans,WAS,28,57,29,28,25.7,11.5,3.4,8.4,40.4,3.0,7.5,39.5,1.8,2.0,87.0,0.3,2.6,2.9,0.9,0.6,0.6,0.2,2.4,18.2,0.0,0.0,1.9
78,Marcus Morris,17615244.0,marcus,morris,Marcus Morris Sr.,LAC,31,57,38,19,26.3,13.4,4.8,10.2,47.3,2.5,5.2,47.3,1.3,1.6,82.0,0.6,3.5,4.1,1.0,1.0,0.6,0.3,2.1,21.5,0.0,0.0,2.3
79,Rudy Gay,17161101.0,rudy,gay,Rudy Gay,SAS,34,63,29,34,21.6,11.4,4.2,10.0,42.0,1.7,4.4,38.1,1.3,1.6,80.4,0.7,4.1,4.8,1.4,1.0,0.7,0.6,1.8,22.2,1.0,0.0,2.1
80,Kelly Oubre,17013161.0,kelly,oubre,Kelly Oubre Jr.,GSW,25,55,27,28,30.7,15.4,5.8,13.2,43.9,1.6,5.2,31.6,2.2,3.2,69.5,1.5,4.5,6.0,1.3,1.3,1.0,0.8,2.2,28.7,6.0,0.0,-3.5
81,Dejounte Murray,16907827.0,dejounte,murray,Dejounte Murray,SAS,24,67,32,35,31.9,15.7,6.6,14.5,45.3,0.9,3.0,31.7,1.6,2.0,79.1,0.9,6.2,7.1,5.4,1.7,1.5,0.1,2.0,35.4,13.0,4.0,1.3
82,Will Barton,16241756.0,will,barton,Will Barton,DEN,30,56,37,19,31.0,12.7,4.6,10.9,42.6,1.8,4.6,38.1,1.7,2.2,78.5,0.7,3.3,4.0,3.2,1.7,0.9,0.4,1.7,24.6,0.0,0.0,4.1
83,Thaddeus Young,16030835.0,thaddeus,young,Thaddeus Young,CHI,33,68,30,38,24.3,12.1,5.4,9.7,55.9,0.2,0.7,26.7,1.0,1.7,62.8,2.5,3.8,6.2,4.3,2.0,1.1,0.6,2.2,29.0,7.0,0.0,2.1
